################################################################
# abuse.ch URLhaus Database Dump (CSV - online URLs only)      #
# Last updated: 2025-12-14 03:49:09 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,last_online,threat,tags,urlhaus_link,reporter
"3733335","2025-12-14 03:48:09","http://144.31.5.11/miner80.tgz","online","2025-12-14 03:48:09","malware_download","CoinMiner,geofenced,ua-wget,USA","https://urlhaus.abuse.ch/url/3733335/","botnetkiller"
"3733323","2025-12-14 03:04:31","http://112.237.76.223:57297/i","online","2025-12-14 03:04:31","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733323/","threatquery"
"3733322","2025-12-14 03:03:16","http://116.140.163.84:47268/i","online","2025-12-14 03:03:16","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733322/","threatquery"
"3733321","2025-12-14 03:03:15","http://182.119.107.137:45819/i","online","2025-12-14 03:03:15","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733321/","threatquery"
"3733318","2025-12-14 03:03:14","http://222.138.117.83:47098/i","online","2025-12-14 03:03:14","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733318/","threatquery"
"3733319","2025-12-14 03:03:14","http://61.53.72.61:59763/i","online","2025-12-14 03:03:14","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733319/","threatquery"
"3733320","2025-12-14 03:03:14","http://42.234.102.163:46550/i","online","2025-12-14 03:03:14","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733320/","threatquery"
"3733316","2025-12-14 03:02:16","http://110.37.83.131:52851/i","online","2025-12-14 03:02:16","malware_download","32-bit,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3733316/","threatquery"
"3733317","2025-12-14 03:02:16","http://45.233.94.135:57801/i","online","2025-12-14 03:02:16","malware_download","32-bit,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3733317/","threatquery"
"3733315","2025-12-14 03:02:15","http://5.26.195.93:59136/Mozi.m","online","2025-12-14 03:02:15","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733315/","threatquery"
"3733313","2025-12-14 03:01:12","http://42.54.10.223:33872/i","online","2025-12-14 03:01:12","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733313/","threatquery"
"3733314","2025-12-14 03:01:12","http://42.5.74.105:57084/i","online","2025-12-14 03:01:12","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733314/","threatquery"
"3733310","2025-12-14 02:54:11","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.x86","online","2025-12-14 02:54:11","malware_download","elf,geofenced,mirai,ua-wget,USA,x86","https://urlhaus.abuse.ch/url/3733310/","botnetkiller"
"3733305","2025-12-14 02:54:10","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.ppc","online","2025-12-14 02:54:10","malware_download","elf,geofenced,mirai,PowerPC,ua-wget,USA","https://urlhaus.abuse.ch/url/3733305/","botnetkiller"
"3733306","2025-12-14 02:54:10","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.arm5","online","2025-12-14 02:54:10","malware_download","arm,elf,geofenced,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733306/","botnetkiller"
"3733307","2025-12-14 02:54:10","http://176.65.148.116.ptr.pfcloud.network/ohshit.sh","online","2025-12-14 02:54:10","malware_download","geofenced,mirai,sh,ua-wget,USA","https://urlhaus.abuse.ch/url/3733307/","botnetkiller"
"3733308","2025-12-14 02:54:10","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.m68k","online","2025-12-14 02:54:10","malware_download","elf,geofenced,m68k,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733308/","botnetkiller"
"3733309","2025-12-14 02:54:10","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.arc","online","2025-12-14 02:54:10","malware_download","arc,elf,geofenced,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733309/","botnetkiller"
"3733304","2025-12-14 02:54:09","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.arm6","online","2025-12-14 02:54:09","malware_download","arm,elf,geofenced,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733304/","botnetkiller"
"3733300","2025-12-14 02:54:08","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.mips","online","2025-12-14 02:54:08","malware_download","elf,geofenced,mips,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733300/","botnetkiller"
"3733301","2025-12-14 02:54:08","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.mpsl","online","2025-12-14 02:54:08","malware_download","elf,geofenced,mips,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733301/","botnetkiller"
"3733302","2025-12-14 02:54:08","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.spc","online","2025-12-14 02:54:08","malware_download","elf,geofenced,mirai,sparc,ua-wget,USA","https://urlhaus.abuse.ch/url/3733302/","botnetkiller"
"3733303","2025-12-14 02:54:08","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.arm","online","2025-12-14 02:54:08","malware_download","arm,elf,geofenced,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733303/","botnetkiller"
"3733299","2025-12-14 02:54:07","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.sh4","online","2025-12-14 03:23:30","malware_download","elf,geofenced,mirai,SuperH,ua-wget,USA","https://urlhaus.abuse.ch/url/3733299/","botnetkiller"
"3733298","2025-12-14 02:54:06","http://176.65.148.116.ptr.pfcloud.network/hiddenbin/boatnet.arm7","online","2025-12-14 03:23:33","malware_download","arm,elf,geofenced,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733298/","botnetkiller"
"3733267","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.arm","online","2025-12-14 01:05:11","malware_download","arm,elf,geofenced,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733267/","botnetkiller"
"3733268","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.sh4","online","2025-12-14 01:05:11","malware_download","elf,geofenced,mirai,SuperH,ua-wget,USA","https://urlhaus.abuse.ch/url/3733268/","botnetkiller"
"3733269","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.arm5","online","2025-12-14 01:05:11","malware_download","arm,elf,geofenced,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733269/","botnetkiller"
"3733270","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.arm7","online","2025-12-14 01:05:11","malware_download","arm,elf,geofenced,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733270/","botnetkiller"
"3733271","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.mpsl","online","2025-12-14 01:05:11","malware_download","elf,geofenced,mips,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733271/","botnetkiller"
"3733272","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.arc","online","2025-12-14 01:05:11","malware_download","arc,elf,geofenced,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733272/","botnetkiller"
"3733273","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.m68k","online","2025-12-14 01:05:11","malware_download","elf,geofenced,m68k,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733273/","botnetkiller"
"3733274","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.spc","online","2025-12-14 01:05:11","malware_download","elf,geofenced,mirai,sparc,ua-wget,USA","https://urlhaus.abuse.ch/url/3733274/","botnetkiller"
"3733275","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.x86","online","2025-12-14 01:05:11","malware_download","elf,geofenced,mirai,ua-wget,USA,x86","https://urlhaus.abuse.ch/url/3733275/","botnetkiller"
"3733276","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.arm6","online","2025-12-14 01:05:11","malware_download","arm,elf,geofenced,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733276/","botnetkiller"
"3733277","2025-12-14 01:05:11","http://45.13.225.72/hiddenbin/boatnet.mips","online","2025-12-14 01:05:11","malware_download","elf,geofenced,mips,mirai,ua-wget,USA","https://urlhaus.abuse.ch/url/3733277/","botnetkiller"
"3733266","2025-12-14 01:05:10","http://45.13.225.72/hiddenbin/boatnet.ppc","online","2025-12-14 01:05:10","malware_download","elf,geofenced,mirai,PowerPC,ua-wget,USA","https://urlhaus.abuse.ch/url/3733266/","botnetkiller"
"3733256","2025-12-14 00:18:08","http://31.56.27.76/n2/lterouter","online","2025-12-14 00:18:08","malware_download","geofenced,sh,ua-wget,USA","https://urlhaus.abuse.ch/url/3733256/","botnetkiller"
"3733245","2025-12-14 00:11:10","http://213.209.143.76/bins/parm5","online","2025-12-14 00:11:10","malware_download","arm,elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733245/","botnetkiller"
"3733246","2025-12-14 00:11:10","http://213.209.143.76/bins/psh4","online","2025-12-14 00:11:10","malware_download","elf,geofenced,mirai,opendir,SuperH,ua-wget,USA","https://urlhaus.abuse.ch/url/3733246/","botnetkiller"
"3733247","2025-12-14 00:11:10","http://213.209.143.76/bins/parm6","online","2025-12-14 00:11:10","malware_download","arm,elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733247/","botnetkiller"
"3733248","2025-12-14 00:11:10","http://213.209.143.76/bins/pm68k","online","2025-12-14 00:11:10","malware_download","elf,geofenced,m68k,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733248/","botnetkiller"
"3733249","2025-12-14 00:11:10","http://213.209.143.76/bins/parm","online","2025-12-14 00:11:10","malware_download","arm,elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733249/","botnetkiller"
"3733250","2025-12-14 00:11:10","http://213.209.143.76/bins/px86","online","2025-12-14 00:11:10","malware_download","elf,geofenced,mirai,opendir,ua-wget,USA,x86","https://urlhaus.abuse.ch/url/3733250/","botnetkiller"
"3733251","2025-12-14 00:11:10","http://213.209.143.76/bins/pmips","online","2025-12-14 00:11:10","malware_download","elf,geofenced,mips,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733251/","botnetkiller"
"3733252","2025-12-14 00:11:10","http://213.209.143.76/bins/pmpsl","online","2025-12-14 00:11:10","malware_download","elf,geofenced,mips,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733252/","botnetkiller"
"3733253","2025-12-14 00:11:10","http://213.209.143.76/bins/parm7","online","2025-12-14 00:11:10","malware_download","arm,elf,geofenced,mirai,opendir,ua-wget,USA","https://urlhaus.abuse.ch/url/3733253/","botnetkiller"
"3733227","2025-12-13 22:57:09","http://178.16.55.189/files/7044575709/gG3Fgpe.exe","online","2025-12-13 22:57:09","malware_download","c2-monitor-auto,dropped-by-amadey,SalatStealer","https://urlhaus.abuse.ch/url/3733227/","c2hunter"
"3733216","2025-12-13 22:11:10","http://srv892825.hstgr.cloud/systemcl/x86_32","online","2025-12-14 00:23:44","malware_download","elf,geofenced,mirai,ua-wget,USA,x86","https://urlhaus.abuse.ch/url/3733216/","botnetkiller"
"3733215","2025-12-13 22:11:06","http://31.97.147.189/systemcl/x86_32","online","2025-12-14 00:04:55","malware_download","elf,geofenced,mirai,ua-wget,USA,x86","https://urlhaus.abuse.ch/url/3733215/","botnetkiller"
"3733199","2025-12-13 21:09:15","http://61.53.73.212:46327/i","online","2025-12-13 22:50:34","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733199/","threatquery"
"3733197","2025-12-13 21:04:16","http://115.63.58.18:38423/i","online","2025-12-13 23:45:06","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733197/","threatquery"
"3733196","2025-12-13 21:03:15","http://219.156.125.233:40382/i","online","2025-12-14 00:57:55","malware_download","32-bit,elf,Mozi","https://urlhaus.abuse.ch/url/3733196/","threatquery"
